2025-02-03 00:00:11 - WARN  - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2h21m3s572ms).
2025-02-03 17:23:52 - INFO  - Initializing Spring embedded WebApplicationContext
2025-02-03 17:23:52 - INFO  - Root WebApplicationContext: initialization completed in 499 ms
2025-02-03 17:23:53 - INFO  - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-02-03 17:23:53 - INFO  - HikariPool-1 - Starting...
2025-02-03 17:23:53 - INFO  - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@443af394
2025-02-03 17:23:53 - INFO  - HikariPool-1 - Start completed.
2025-02-03 17:23:53 - INFO  - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-02-03 17:23:54 - INFO  - Starting ProtocolHandler ["http-nio-8080"]
2025-02-03 17:23:54 - INFO  - Tomcat started on port 8080 (http) with context path ''
2025-02-03 17:23:54 - INFO  - Started HomemoviesApplication in 1.818 seconds (process running for 2.097)
2025-02-03 17:23:56 - INFO  - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-02-03 17:23:56 - INFO  - Initializing Servlet 'dispatcherServlet'
2025-02-03 17:23:56 - INFO  - Completed initialization in 1 ms
2025-02-03 17:23:56 - INFO  - 102 - Logging out user: 'spencer2'
2025-02-03 17:23:56 - WARN  - 500 - Token is null at blacklistToken, will not blacklist
2025-02-03 17:23:56 - INFO  - 200 - Successfully logged out user: 'spencer2'
2025-02-03 17:23:57 - INFO  - 102 - Getting page 0
2025-02-03 17:23:57 - INFO  - 102 - Getting page 1
2025-02-03 17:24:25 - INFO  - 102 - Creating new user: 'spencer'
2025-02-03 17:24:25 - INFO  - 102 - Generating JWT token for user 'spencer'
2025-02-03 17:24:25 - INFO  - 200 - Set authentication cookie
2025-02-03 17:24:25 - INFO  - 201 - New user created successfully with ID: '1' and username: 'spencer'
2025-02-03 17:24:25 - INFO  - 102 - Getting page 0
2025-02-03 17:24:25 - INFO  - 102 - Getting page 1
2025-02-03 17:29:28 - INFO  - Starting HomemoviesApplication using Java 21.0.2 with PID 14184 (/Users/spencerbirch/Documents/Code/homemovies/homevideos/backend/target/classes started by spencerbirch in /Users/spencerbirch/Documents/Code/homemovies/homevideos)
2025-02-03 17:29:28 - DEBUG - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-02-03 17:29:28 - INFO  - The following 1 profile is active: "production"
2025-02-03 17:29:28 - INFO  - Multiple Spring Data modules found, entering strict repository configuration mode
2025-02-03 17:29:28 - INFO  - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-02-03 17:29:28 - INFO  - Finished Spring Data repository scanning in 54 ms. Found 3 JPA repository interfaces.
2025-02-03 17:29:28 - INFO  - Tomcat initialized with port 8080 (http)
2025-02-03 17:29:28 - INFO  - Initializing ProtocolHandler ["http-nio-8080"]
2025-02-03 17:29:28 - INFO  - Starting service [Tomcat]
2025-02-03 17:29:28 - INFO  - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-02-03 17:29:28 - INFO  - Initializing Spring embedded WebApplicationContext
2025-02-03 17:29:28 - INFO  - Root WebApplicationContext: initialization completed in 466 ms
2025-02-03 17:29:28 - INFO  - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-02-03 17:29:28 - INFO  - HikariPool-1 - Starting...
2025-02-03 17:29:28 - INFO  - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@74ebd159
2025-02-03 17:29:28 - INFO  - HikariPool-1 - Start completed.
2025-02-03 17:29:29 - INFO  - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-02-03 17:29:29 - INFO  - Starting ProtocolHandler ["http-nio-8080"]
2025-02-03 17:29:29 - INFO  - Tomcat started on port 8080 (http) with context path ''
2025-02-03 17:29:29 - INFO  - Started HomemoviesApplication in 1.627 seconds (process running for 1.887)
2025-02-03 19:49:49 - INFO  - Starting HomemoviesApplication using Java 21.0.2 with PID 14309 (/Users/spencerbirch/Documents/Code/homemovies/homevideos/backend/target/classes started by spencerbirch in /Users/spencerbirch/Documents/Code/homemovies/homevideos)
2025-02-03 19:49:49 - DEBUG - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-02-03 19:49:49 - INFO  - The following 1 profile is active: "production"
2025-02-03 19:49:50 - INFO  - Multiple Spring Data modules found, entering strict repository configuration mode
2025-02-03 19:49:50 - INFO  - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-02-03 19:49:50 - INFO  - Finished Spring Data repository scanning in 64 ms. Found 3 JPA repository interfaces.
2025-02-03 19:49:50 - INFO  - Tomcat initialized with port 8080 (http)
2025-02-03 19:49:50 - INFO  - Initializing ProtocolHandler ["http-nio-8080"]
2025-02-03 19:49:50 - INFO  - Starting service [Tomcat]
2025-02-03 19:49:50 - INFO  - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-02-03 19:49:50 - INFO  - Initializing Spring embedded WebApplicationContext
2025-02-03 19:49:50 - INFO  - Root WebApplicationContext: initialization completed in 498 ms
2025-02-03 19:49:50 - INFO  - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-02-03 19:49:50 - INFO  - HikariPool-1 - Starting...
2025-02-03 19:49:50 - INFO  - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@74ebd159
2025-02-03 19:49:50 - INFO  - HikariPool-1 - Start completed.
2025-02-03 19:49:51 - INFO  - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-02-03 19:49:51 - INFO  - Starting ProtocolHandler ["http-nio-8080"]
2025-02-03 19:49:51 - INFO  - Tomcat started on port 8080 (http) with context path ''
2025-02-03 19:49:51 - INFO  - Started HomemoviesApplication in 1.759 seconds (process running for 2.024)
2025-02-03 19:49:57 - INFO  - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-02-03 19:49:57 - INFO  - Initializing Servlet 'dispatcherServlet'
2025-02-03 19:49:57 - INFO  - Completed initialization in 1 ms
2025-02-03 19:49:57 - INFO  - 102 - Getting page 0
2025-02-03 19:49:57 - INFO  - 102 - Getting page 1
2025-02-03 19:49:57 - INFO  - 102 - Getting page 2
2025-02-03 19:50:03 - INFO  - 102 - Logging out user: 'spencer'
2025-02-03 19:50:03 - WARN  - 500 - Token is null at blacklistToken, will not blacklist
2025-02-03 19:50:03 - INFO  - 200 - Successfully logged out user: 'spencer'
2025-02-03 19:50:04 - INFO  - 102 - Getting page 0
2025-02-03 19:50:04 - INFO  - 102 - Getting page 1
2025-02-03 19:50:04 - INFO  - 102 - Getting page 2
2025-02-03 19:50:46 - INFO  - 102 - Creating new user: 'spencer'
2025-02-03 19:50:46 - INFO  - 102 - Generating JWT token for user 'spencer'
2025-02-03 19:50:46 - INFO  - 200 - Set authentication cookie
2025-02-03 19:50:46 - INFO  - 201 - New user created successfully with ID: '1' and username: 'spencer'
2025-02-03 19:54:15 - INFO  - 102 - Login attempt for user: 'spencer'
2025-02-03 19:54:15 - INFO  - 102 - Generating JWT token for user 'spencer'
2025-02-03 19:54:15 - INFO  - 200 - Set authentication cookie
2025-02-03 19:54:15 - INFO  - 200 - Successful login for user: 'spencer'
2025-02-03 19:54:15 - INFO  - 102 - Getting page 0
2025-02-03 19:54:16 - INFO  - 102 - Getting page 1
2025-02-03 19:54:16 - INFO  - 102 - Getting page 2
2025-02-03 19:57:43 - INFO  - 102 - Getting page 0
2025-02-03 19:57:43 - INFO  - 102 - Getting page 1
2025-02-03 19:57:43 - INFO  - 102 - Getting page 2
2025-02-03 19:57:50 - INFO  - 102 - Getting video by ID: 4
2025-02-03 19:57:50 - INFO  - 102 - Getting comments for video '4'
2025-02-03 19:57:57 - INFO  - 102 - 'spencer' posting comment: 'new comment!'
2025-02-03 19:57:57 - INFO  - 102 - Checking token blacklist status
2025-02-03 19:57:57 - INFO  - 200 - Token is not blacklisted: 'eyJhbGciOiJIUzM4NCJ9.eyJpc0FkbWluIjp0cnVlLCJzdWIiOiJzcGVuY2VyIiwiaWF0IjoxNzM4NjM3NjU1LCJleHAiOjE3Mzg2NDEyNTV9.-7dnJyKNc6HpvbS7qOfbCipOngm89BlXVeb1amjG4vwQNwIL8HdQlTsBKENTWB01'
2025-02-03 19:57:57 - INFO  - 200 - Token validated for user 'spencer'
2025-02-03 19:57:57 - INFO  - 102 - Comment posted by user 'spencer'
2025-02-03 19:58:01 - INFO  - 102 - Getting page 0
2025-02-03 19:58:01 - INFO  - 102 - Getting page 1
2025-02-03 19:58:02 - INFO  - 102 - Getting page 2
2025-02-03 19:58:02 - INFO  - 102 - Getting video by ID: 4
2025-02-03 19:58:02 - INFO  - 102 - Getting comments for video '4'
2025-02-03 19:58:04 - INFO  - 102 - Getting page 0
2025-02-03 19:58:04 - INFO  - 102 - Getting page 1
2025-02-03 19:58:04 - INFO  - 102 - Getting page 2
2025-02-03 19:58:05 - INFO  - 102 - Getting video by ID: 3
2025-02-03 19:58:05 - INFO  - 102 - Getting comments for video '3'
2025-02-03 19:58:06 - INFO  - 102 - Getting page 0
2025-02-03 19:58:06 - INFO  - 102 - Getting page 1
2025-02-03 19:58:06 - INFO  - 102 - Getting page 2
2025-02-03 19:58:06 - INFO  - 102 - Getting video by ID: 4
2025-02-03 19:58:06 - INFO  - 102 - Getting comments for video '4'
2025-02-03 19:58:10 - INFO  - 102 - Getting page 0
2025-02-03 19:58:10 - INFO  - 102 - Getting page 1
2025-02-03 19:58:10 - INFO  - 102 - Getting page 2
2025-02-03 19:58:11 - INFO  - 102 - Getting video by ID: 4
2025-02-03 19:58:11 - INFO  - 102 - Getting comments for video '4'
2025-02-03 19:58:15 - INFO  - 102 - Getting page 0
2025-02-03 19:58:15 - INFO  - 102 - Getting page 1
2025-02-03 19:58:15 - INFO  - 102 - Getting page 2
2025-02-03 19:58:18 - INFO  - 102 - Getting page 3
2025-02-03 19:58:18 - INFO  - 102 - Getting page 4
2025-02-03 19:58:23 - INFO  - 102 - Getting page 5
2025-02-03 19:58:23 - INFO  - 102 - Getting page 6
2025-02-03 19:58:25 - INFO  - 102 - Getting page 7
2025-02-03 19:58:25 - INFO  - 102 - Getting page 8
2025-02-03 19:58:28 - INFO  - 102 - Getting page 9
2025-02-03 19:58:28 - INFO  - 102 - Getting page 10
2025-02-03 19:58:40 - INFO  - 102 - Getting video by ID: 4
2025-02-03 19:58:40 - INFO  - 102 - Getting comments for video '4'
2025-02-03 20:02:03 - INFO  - 102 - Getting page 0
2025-02-03 20:02:03 - INFO  - 102 - Getting page 1
2025-02-03 20:02:03 - INFO  - 102 - Getting page 2
2025-02-03 20:44:01 - INFO  - Starting HomemoviesApplication using Java 21.0.2 with PID 15610 (/Users/spencerbirch/Documents/Code/homemovies/homevideos/backend/target/classes started by spencerbirch in /Users/spencerbirch/Documents/Code/homemovies/homevideos)
2025-02-03 20:44:01 - DEBUG - Running with Spring Boot v3.2.2, Spring v6.1.3
2025-02-03 20:44:01 - INFO  - The following 1 profile is active: "production"
2025-02-03 20:44:01 - INFO  - Multiple Spring Data modules found, entering strict repository configuration mode
2025-02-03 20:44:01 - INFO  - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-02-03 20:44:01 - INFO  - Finished Spring Data repository scanning in 55 ms. Found 3 JPA repository interfaces.
2025-02-03 20:44:01 - INFO  - Tomcat initialized with port 8080 (http)
2025-02-03 20:44:01 - INFO  - Initializing ProtocolHandler ["http-nio-8080"]
2025-02-03 20:44:01 - INFO  - Starting service [Tomcat]
2025-02-03 20:44:01 - INFO  - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-02-03 20:44:01 - INFO  - Initializing Spring embedded WebApplicationContext
2025-02-03 20:44:01 - INFO  - Root WebApplicationContext: initialization completed in 468 ms
2025-02-03 20:44:01 - INFO  - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-02-03 20:44:01 - INFO  - HikariPool-1 - Starting...
2025-02-03 20:44:01 - INFO  - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@74ebd159
2025-02-03 20:44:01 - INFO  - HikariPool-1 - Start completed.
2025-02-03 20:44:02 - INFO  - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-02-03 20:44:02 - INFO  - Starting ProtocolHandler ["http-nio-8080"]
2025-02-03 20:44:02 - INFO  - Tomcat started on port 8080 (http) with context path ''
2025-02-03 20:44:02 - INFO  - Started HomemoviesApplication in 1.621 seconds (process running for 1.883)
2025-02-03 20:44:06 - INFO  - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-02-03 20:44:06 - INFO  - Initializing Servlet 'dispatcherServlet'
2025-02-03 20:44:06 - INFO  - Completed initialization in 1 ms
2025-02-03 20:44:06 - INFO  - 102 - Getting page 0
2025-02-03 20:44:06 - INFO  - 102 - Getting page 1
2025-02-03 20:44:06 - INFO  - 102 - Getting page 2
2025-02-03 20:44:09 - INFO  - 102 - Getting video by ID: 4
2025-02-03 20:44:09 - INFO  - 102 - Getting comments for video '4'
